step,wall_time,rollout/ep_env_rew_mean,rollout/ep_len_mean,rollout/n_goal_reached
24000,1690035990.19324,-897.5625,465.5555419921875,0.0625
48000,1690036218.4630156,-851.2395833333334,927.9998372395834,0.041666666666666664
72000,1690036495.9432113,-884.4375,964.386962890625,0.0
96000,1690036772.6261957,-925.625,976.1649169921875,0.0
120000,1690037050.5585368,-878.3125,984.9394734700521,0.0
144000,1690037328.713052,-890.75,997.3733317057291,0.0
168000,1690037612.7788162,-874.1875,1000.0,0.0
192000,1690037900.6752536,-774.9722290039062,974.0766805013021,0.14814814925193787
216000,1690038193.4974954,-937.3125,960.9299926757812,0.0
240000,1690038488.077076,-903.78125,960.9299926757812,0.0
264000,1690038784.1906908,-758.28125,960.9299926757812,0.0
288000,1690039082.9971688,-720.7245279947916,974.3533325195312,0.03703703731298447
312000,1690039381.4324014,-781.3898111979166,977.9199829101562,0.10370370497306187
336000,1690039679.6074078,-751.7326456705729,960.5999755859376,0.03703703731298447
360000,1690039976.7495391,-882.90625,960.5999755859376,0.0
384000,1690040280.2246077,-684.5520833333334,951.6333211263021,0.125
408000,1690040600.4688728,-574.0551147460938,908.1399943033854,0.3282051334778468
432000,1690040919.1336124,-807.2696736653646,869.1399943033854,0.1157407412926356
456000,1690041233.053255,-752.1666666666666,855.2433471679688,0.03703703731298447
480000,1690041549.7484496,-596.9166564941406,856.8833211263021,0.18181818723678586
504000,1690041872.2646868,-516.2314860026041,877.0900065104166,0.14074074228604636
528000,1690042192.5730188,-638.7375081380209,895.0333455403646,0.15000000099341074
552000,1690042519.3916895,-472.5176696777344,865.4699910481771,0.45143745342890423
576000,1690042843.7952197,-603.5199178059896,849.3433227539062,0.25740741193294525
600000,1690043165.9693696,-381.7813313802083,817.0066731770834,0.43874645233154297
624000,1690043490.9838483,-442.3813171386719,794.4166463216146,0.32996633648872375
648000,1690043817.4000463,-433.6969706217448,805.913330078125,0.4141414165496826
672000,1690044152.8224304,-346.56580607096356,760.3866780598959,0.6455026666323344
696000,1690044484.9590778,-404.92592366536456,737.2666625976562,0.43771043916543323
720000,1690044827.6847727,-237.4078572591146,693.7433268229166,0.690705140431722
744000,1690045166.2791946,-287.86474609375,680.3933308919271,0.5615384678045908
768000,1690045525.0009959,-191.27108764648438,593.3099975585938,0.7507575750350952
792000,1690045885.329705,-218.0662078857422,534.8933410644531,0.688725491364797
816000,1690046266.1485252,-180.13573710123697,425.07667032877606,0.9153846104939779
840000,1690046665.3080761,-170.8124974568685,329.9066670735677,0.9348484873771667
864000,1690047070.830931,-154.95532989501953,322.05332438151044,0.9459899663925171
888000,1690047501.9456708,-130.6462427775065,267.39000447591144,0.9888888796170553
912000,1690047934.7920408,-123.24205780029297,240.39666748046875,0.9778503974278768
936000,1690048366.4190056,-129.6910629272461,252.2133331298828,0.9802382985750834
960000,1690048821.9530408,-112.82771555582683,220.3133341471354,0.9912280639012655
984000,1690049272.5209818,-124.490478515625,225.6699981689453,0.9696969787279764
1008000,1690049740.7187698,-96.88679504394531,209.11333211263022,1.0
1032000,1690050197.624982,-114.61491139729817,214.52333068847656,1.0
1056000,1690050636.087103,-132.73705291748047,242.40333557128906,0.9710648059844971
1080000,1690051073.0121212,-117.41921488444011,240.72000122070312,0.9892473022143046
1104000,1690051518.6329615,-123.15251159667969,230.663330078125,0.969994048277537
1128000,1690051963.4680803,-107.60450490315755,224.77999877929688,0.9904761910438538
1152000,1690052411.4387014,-99.56171162923177,218.68333435058594,0.9901960690816244
1176000,1690052864.8592904,-94.09126790364583,208.27999877929688,0.9777777791023254
1200000,1690053334.4663792,-99.96632130940755,203.29999796549478,0.9895833333333334
