step,mean,std,bootstrap025,bootstrap975
120000.0,0.04083333344509201,0.03979478406914609,0.029097222288449583,0.05389281417335044
144000.0,0.05203703735023733,0.03973840676220004,0.03928240763081603,0.06381062284385458
168000.0,0.05192129661639529,0.03977516764773807,0.039328703843057124,0.0641203707928124
192000.0,0.05724537074565885,0.04299472411295945,0.04352308824691538,0.07053240773578481
216000.0,0.0635690242052078,0.04902445483027259,0.04851004014701085,0.0787368695284098
240000.0,0.055027357488870596,0.050448717021791836,0.03999747563076586,0.0715269355967825
264000.0,0.06662457982699074,0.0485949043670932,0.05139055741372013,0.08160006183874234
288000.0,0.07440235769997036,0.04803241163418211,0.05936532841658121,0.08951853096434256
312000.0,0.0711195295055707,0.04800525779945807,0.056424062105462,0.08572395494581883
336000.0,0.07409738500912981,0.05076194653685755,0.058891432643071874,0.09021062749260149
360000.0,0.09530950654298062,0.054323814594014745,0.07902980422557887,0.1126303710474398
384000.0,0.09130908573667204,0.0586973257714537,0.07357901763955979,0.11028722355950327
408000.0,0.08584612266470984,0.05865692116542785,0.06802230221928472,0.10431777363798607
432000.0,0.09621649316201603,0.051928899178930274,0.0800314357721551,0.11266448955539039
456000.0,0.08966977596282955,0.05535719021110903,0.07303199448123211,0.10701696886736724
480000.0,0.09514115657657381,0.05515187669401624,0.07873643753301401,0.11256216106911313
504000.0,0.0924980588878194,0.05726203366352731,0.07491194104251114,0.11079772251347694
528000.0,0.08491372174272929,0.05725983984525661,0.06761349464372239,0.10347707295637995
552000.0,0.07259048918883002,0.04676961867759554,0.05871633067727085,0.08767256016532574
576000.0,0.07536826698730384,0.04205109898888932,0.06265993352407176,0.088541210141697
600000.0,0.07629419292012846,0.040937485209055026,0.06380041262929743,0.08962795783095899
624000.0,0.07553451278557374,0.04253678063889883,0.06302188622454799,0.08957848686976957
648000.0,0.08090488320837413,0.0405771698178537,0.06886870214245315,0.09418560738852416
672000.0,0.07085437799493466,0.03937020811983633,0.0588904607835958,0.08345185083402097
696000.0,0.0747432669003804,0.03912959663384241,0.06272715401951062,0.08671506847682121
720000.0,0.06907197056959068,0.044565973745234,0.055057655801217756,0.0829797989999254
744000.0,0.06905303125580146,0.04861286673552838,0.05409141532575628,0.08400162891872255
768000.0,0.06789141502231355,0.050946162898758494,0.05271507626675955,0.0840463889296854
792000.0,0.06314183579136924,0.05099310838621172,0.04798748732758109,0.07905580488811627
816000.0,0.06302609505752718,0.05140146536160148,0.04792508470515407,0.07993163253928916
840000.0,0.06242003440856929,0.05022822979000356,0.04792527337877678,0.07870958363887515
864000.0,0.06905934425691759,0.05180191762512009,0.053329204202589506,0.08519644813821227
888000.0,0.07559133091320591,0.05578573053057432,0.05870780629651396,0.09264572772081721
912000.0,0.08595959705611066,0.0574556259348469,0.06856888927042623,0.10404128151676104
936000.0,0.0867192771285772,0.05400196995575257,0.07073011762745363,0.10380050626893836
960000.0,0.08850168455392118,0.052748620798457754,0.07286071962620332,0.10512836844945654
984000.0,0.09139941191921627,0.05505287064780943,0.07459244806230267,0.10898148294303392
1008000.0,0.08375631415595607,0.05759620333889524,0.06689948377173863,0.10204508303019855
