success_mean,success_025,success_975,ep_len_mean,ep_len_std,ep_len_025,ep_len_975,ep_rew_mean,ep_rew_std,ep_rew_025,ep_rew_975,max_stack_height_mean,max_stack_height_std,max_stack_height_025,max_stack_height_975
0.3,0.26,0.34,1071.62,1197.4556908712739,970.2063829795558,1178.4044197487362,-444.64,792.0476366040114,-519.6345492958884,-379.8548510617162,2.38,0.8170679286326198,2.306,2.446
