step,wall_time,rollout/ep_env_rew_mean,rollout/ep_len_mean,rollout/n_goal_reached
8000,1690035945.2863572,-873.125,38.0,0.125
16000,1690036035.1001227,-922.0,893.111083984375,0.0
24000,1690036127.8529189,-674.09375,902.7777709960938,0.125
32000,1690036217.9060252,-879.625,932.6923217773438,0.0
40000,1690036309.6301029,-1000.0,948.5294189453125,0.0
48000,1690036404.091345,-999.25,958.3333129882812,0.0
56000,1690036495.2267885,-812.6875,965.0,0.0
64000,1690036588.5115006,-841.375,969.8275756835938,0.0
72000,1690036680.682413,-906.25,973.48486328125,0.0
80000,1690036772.3093827,-980.125,976.3513793945312,0.0
88000,1690036864.8867905,-890.5,978.6585083007812,0.0
96000,1690036957.7807484,-822.8125,980.5555419921875,0.0
104000,1690037051.192894,-812.5,982.1428833007812,0.0
112000,1690037142.7019684,-999.625,992.1199951171875,0.0
120000,1690037234.9977245,-953.5,992.1199951171875,0.0
128000,1690037328.2171257,-906.25,1000.0,0.0
136000,1690037422.9243069,-812.5,1000.0,0.0
144000,1690037517.4841821,-906.25,1000.0,0.0
152000,1690037612.859232,-810.0625,1000.0,0.0
160000,1690037707.993035,-906.25,1000.0,0.0
168000,1690037804.2322767,-733.7222290039062,980.6500244140625,0.2222222238779068
176000,1690037898.8643951,-859.75,980.6500244140625,0.0
184000,1690037998.9290886,-731.4444580078125,960.9299926757812,0.2222222238779068
192000,1690038096.1952732,-905.96875,960.9299926757812,0.0
200000,1690038192.8179514,-941.5,960.9299926757812,0.0
208000,1690038291.4792612,-964.46875,960.9299926757812,0.0
216000,1690038389.1424942,-906.25,960.9299926757812,0.0
224000,1690038487.7146778,-899.03125,960.9299926757812,0.0
232000,1690038587.3740559,-906.0625,960.9299926757812,0.0
240000,1690038685.9792862,-765.4375,960.9299926757812,0.0
248000,1690038784.029688,-695.6875,960.9299926757812,0.0
256000,1690038882.5630977,-813.71875,960.9299926757812,0.0
264000,1690038982.3442135,-625.0,970.8200073242188,0.0
272000,1690039083.6419544,-724.861083984375,971.219970703125,0.1111111119389534
