step,wall_time,rollout/ep_env_rew_mean,rollout/ep_len_mean,rollout/n_goal_reached
8000,1690035938.7549434,-993.34375,,0.0
16000,1690036027.6320603,-906.25,1000.0,0.0
24000,1690036117.31832,-841.28125,1000.0,0.0
32000,1690036206.5824664,-903.625,1000.0,0.0
40000,1690036294.9388485,-934.84375,1000.0,0.0
48000,1690036385.526015,-832.1875,1000.0,0.0
56000,1690036474.1870377,-963.625,1000.0,0.0
64000,1690036563.1898315,-942.15625,1000.0,0.0
72000,1690036654.8660285,-868.53125,985.0615234375,0.125
80000,1690036745.49246,-983.03125,986.6986083984375,0.0
88000,1690036837.9467318,-903.625,988.0123291015625,0.0
96000,1690036930.9468029,-855.53125,989.0899047851562,0.0
104000,1690037023.770997,-906.25,989.9896850585938,0.0
112000,1690037116.3435984,-859.65625,990.2899780273438,0.0
120000,1690037208.864288,-719.125,990.2899780273438,0.0
128000,1690037303.3271196,-906.25,990.2899780273438,0.0
136000,1690037395.7685673,-745.28125,990.2899780273438,0.0
144000,1690037488.2858675,-812.5,990.2899780273438,0.0
152000,1690037582.9103088,-906.25,990.2899780273438,0.0
160000,1690037676.8026676,-906.25,990.2899780273438,0.0
168000,1690037768.2794619,-887.6875,984.4000244140625,0.125
176000,1690037866.56888,-595.25,968.5499877929688,0.3333333432674408
184000,1690037966.9504735,-718.46875,968.5499877929688,0.0
192000,1690038066.6331584,-666.15625,951.8200073242188,0.25
200000,1690038169.5343335,-898.3333129882812,945.27001953125,0.1111111119389534
208000,1690038270.3301857,-807.4722290039062,935.739990234375,0.1111111119389534
216000,1690038371.778843,-1000.0,935.739990234375,0.0
224000,1690038471.4426892,-799.96875,931.75,0.125
232000,1690038571.461974,-959.125,931.75,0.0
240000,1690038679.071317,-707.3250122070312,904.7999877929688,0.30000001192092896
248000,1690038780.872275,-712.28125,902.780029296875,0.125
256000,1690038883.99973,-797.9444580078125,890.1400146484375,0.2222222238779068
264000,1690038989.806721,-734.2777709960938,900.25,0.2222222238779068
272000,1690039099.4037955,-548.1875,879.3800048828125,0.4166666567325592
280000,1690039201.4292214,-723.5,886.6199951171875,0.1111111119389534
288000,1690039303.1359758,-906.25,893.1699829101562,0.0
296000,1690039406.984071,-912.3055419921875,901.1500244140625,0.1111111119389534
304000,1690039515.693223,-508.2272644042969,864.969970703125,0.3636363744735718
312000,1690039625.5481927,-517.6538696289062,828.3900146484375,0.38461539149284363
320000,1690039736.7221897,-594.6666870117188,812.02001953125,0.4166666567325592
328000,1690039840.3362007,-889.3055419921875,804.239990234375,0.1111111119389534
336000,1690039950.5251048,-562.8333129882812,788.6799926757812,0.3333333432674408
344000,1690040054.7432604,-695.8333129882812,772.4000244140625,0.3333333432674408
352000,1690040159.6149445,-724.4722290039062,799.9099731445312,0.1111111119389534
360000,1690040267.1772053,-631.3250122070312,797.4199829101562,0.20000000298023224
368000,1690040371.0409272,-740.78125,797.4199829101562,0.0
376000,1690040475.2569962,-587.25,794.9199829101562,0.125
384000,1690040584.9455986,-673.9091186523438,808.8099975585938,0.3636363744735718
392000,1690040692.6104755,-624.25,817.0599975585938,0.4000000059604645
400000,1690040802.8868773,-388.1458435058594,811.219970703125,0.75
408000,1690040913.5249727,-554.3333129882812,789.6799926757812,0.5
416000,1690041021.9658191,-537.0499877929688,799.469970703125,0.30000001192092896
424000,1690041138.9628632,-296.375,747.7000122070312,0.5625
432000,1690041253.3542042,-329.76666259765625,696.1300048828125,0.8666666746139526
440000,1690041363.6086724,-542.0,663.3800048828125,0.6666666865348816
448000,1690041484.8740437,-298.1944580078125,615.52001953125,0.8888888955116272
456000,1690041609.5841923,-233.94317626953125,530.27001953125,0.9090909361839294
464000,1690041726.0052664,-287.0666809082031,510.44000244140625,0.7333333492279053
472000,1690041836.2633896,-533.4166870117188,536.4600219726562,0.4166666567325592
480000,1690041973.9492762,-131.05172729492188,449.2200012207031,0.9655172228813171
488000,1690042104.4956505,-149.06521606445312,392.6300048828125,0.8695651888847351
496000,1690042228.9538555,-182.26190185546875,400.8800048828125,0.8571428656578064
504000,1690042347.0297096,-186.97222900390625,365.6499938964844,0.7777777910232544
512000,1690042476.418081,-210.1630401611328,358.8500061035156,0.782608687877655
520000,1690042609.8980818,-224.8333282470703,376.7200012207031,0.8888888955116272
528000,1690042730.852401,-159.42105102539062,358.260009765625,1.0
536000,1690042855.4463618,-246.84524536132812,357.19000244140625,0.9047619104385376
544000,1690042975.5914955,-188.5394744873047,357.1400146484375,0.9473684430122375
552000,1690043103.6407592,-205.11363220214844,367.6199951171875,0.8636363744735718
560000,1690043225.3595731,-250.5,388.8800048828125,0.8333333134651184
568000,1690043349.3202925,-227.6999969482422,406.1300048828125,0.949999988079071
576000,1690043476.319607,-182.15908813476562,381.2799987792969,0.9545454382896423
584000,1690043601.7321959,-187.5,382.6300048828125,0.8095238208770752
592000,1690043720.1274643,-301.3529357910156,398.8800048828125,0.8823529481887817
600000,1690043850.2281017,-251.07608032226562,387.3500061035156,0.8695651888847351
608000,1690043983.4762356,-152.625,370.29998779296875,0.8333333134651184
616000,1690044116.028722,-172.8854217529297,384.5400085449219,0.875
624000,1690044235.892355,-159.14706420898438,363.3599853515625,0.8823529481887817
632000,1690044375.130307,-219.64285278320312,353.989990234375,0.8571428656578064
640000,1690044515.4753199,-157.05172729492188,332.82000732421875,1.0
648000,1690044637.1461887,-211.01388549804688,325.55999755859375,0.8888888955116272
656000,1690044773.9932594,-182.70370483398438,338.9700012207031,0.8888888955116272
664000,1690044901.30676,-214.73863220214844,336.8500061035156,0.9090909361839294
672000,1690045012.8025901,-342.375,362.6600036621094,0.75
680000,1690045136.0266943,-253.8125,391.6199951171875,0.800000011920929
688000,1690045265.6355247,-149.3541717529297,361.0799865722656,0.875
